"comments","likes","shares","text"
"1489","30606","313","The first player to score a Women's T20I hundred for Nepal 🙌

Well batted, Rubina Chhetry 👏

📝: https://www.icc-cricket.com/matches/240748/nepal-women-vs-maldives-women | 📸: ACC"
"18","617","7","Mitchell Santner will lead New Zealand in the home T20Is against Australia 👀

#NZvAUS | Squad details 👇"
"40","1297","9","Amy Hunter beat competition from two Australian stars to be crowned as the ICC Women’s Player of the Month for January 2024 🔥

More 👉 https://bit.ly/4bCidwz"
"446","26698","228","Shamar Joseph's heroics in Australia on his debut tour wins him the ICC Men’s Player of the Month award for January 2024 👏

More 👉 https://bit.ly/3uo2rot"
"95","5109","20","Getting in the practice ahead of the third Test in Rajkot 👊

#INDvENG #WTC25"
"264","4485","22","The veteran Bangladesh batter was one of the biggest omissions in BCB’s central contract list for 2024 👀

Details 👇"
"169","3718","12","New era begins under the leadership of Najmul Hossain Shanto as Bangladesh announce white-ball squads for Sri Lanka series 👀

More 👇"
"442","34498","200","West Indies clinch a comfortable win in the final T20I against Australia 👏

🇦🇺 take the series 2-1.

#AUSvWI | 🔗: https://bit.ly/3SEHMEt"
"15","339","3","South Africa amp up preparations for their first women's Test match against Australia 👊

#AUSvSA"
"30","300","5","A talented teenager has been named the ICC Women’s Player of the Month for January 2024 🏅"
"253","1101","8","A Test hero has been crowned the ICC Men’s Player of the Month for January 2024 💪"
"68","12327","107","🎙️ ""Outstanding….catches win matches!”

Some remarkable catches from the #U19WorldCup 2024 😯

You don’t want to miss these 🍿😎"
"33","404","10","Fight for the No. 1 ODI bowler intensifies in the latest ICC Women's ODI Player Rankings 🔥

Read on 👇"
"534","9533","44","Runs aplenty for #U19WorldCup stars of India and Australia ⭐

More 👉 https://bit.ly/3UEEROT"
"308","4854","31","Another Cricket World Cup League 2 cycle is upon us!

More on the new-look format ahead of the first tri-series in Nepal 🇳🇵"
"74","1631","9","Resistance from Ruan de Swardt and Shaun von Berg in Hamilton 👊

#NZvSA scorecard 📝 https://bit.ly/3HXQed9

#WTC25"
"422","18482","38","Ibrahim Zadran leads Afghanistan in Sri Lanka as they continue their #T20WorldCup preparation 📝

More 👉 https://bit.ly/3OHN9l4

#SLvAFG"
"39","836","2","Set to lead his country in all three formats 🇧🇩

More as Najmul Hossain Shanto takes on captaincy reins 👇"
"150","2583","23","Shuffles for India ahead of the third #INDvENG Test in Rajkot 🏏

More 👉 https://bit.ly/489U8dL

#WTC25"
"24","659","6","Top 10 lists 📝

The best performers at the #U19WorldCup 👇"
"9","316","6","Remember these names 📄

The #U19WorldCup 2024 Team of the Tournament is full of future stars ⭐"
"19","409","6","The future is bright in the Australian pace ranks according to #U19WorldCup winning captain Hugh Weibgen 🙌

More 👇"
"10","246","7","Exciting prospects in for Australia with a #T20WorldCup around the corner 👀

More as the hosts look to claim a #AUSvWI T20I series clean sweep 👇"
"351","7710","36","Wanindu Hasaranga will be at the helm as Sri Lanka gear up for the T20Is against Afghanistan 💪

More 👉 https://bit.ly/3HXYKcc

#SLvAFG"
"16","973","6","What it means to replicate a great feat 🏆

#U19WorldCup #cricket #cricketreels"
"20","505","7","With the series already in the bag, Australia look to ring in changes for the final T20I against West Indies 👀"
"60","1480","15","'It makes you who you are' 💬

The next generation of superstars put on a spectacle at the 2024 #U19WorldCup 

A recap of the tournament 📽"
"256","3487","14","Afghanistan will be without two star spinners for the T20Is against Sri Lanka 👀

#SLvAFG"
"20","603","7","India replace injured middle-order batter with uncapped domestic star for third #INDvENG Test 👀

#WTC25"
"108","1028","7","One captain in all three formats, Bangladesh announce changes in the BCB Board of Directors’ meeting 👀

Details 👇"
"38","504","7","Heroes of the #U19WorldCup 2024 🌟

Tournament finalists dominate the Team of the Tournament 🎉"
"154","5514","29","Sri Lanka name a strong squad for the T20Is against Afghanistan 👊

#SLvAFG"
"145","4658","25","The #U19WorldCup 2024 winning captain with his coveted prize 🏆"
"84","1368","20","Australia captain Hugh Weibgen was all praise for his teammates after their #U19WorldCup 2024 win ✨

Details ➡️ https://bit.ly/48dEnlR"
"200","3348","53","What a moment 😍

Visit Crictos.com and grab your chance to own iconic #U19WorldCup moments like this seminal one for Australia 🏆

#FanCraze | FanCraze"
"104","4142","41","The ‘unreal’ feeling of winning the #U19WorldCup 🌟

#cricket #cricketreels"
"175","4532","40","Joining Rohit Sharma at the top 🔝

Glenn Maxwell's 120 (55) in Adelaide was a sight to behold 🙌

More 📝 https://bit.ly/48cS7xe"
"36","1329","17","Protea fire 🔥

South Africa's Kwena Maphaka is the #U19WorldCup Player of the Tournament 🏅

More 👇"
"292","17399","66","Medals, smiles and the coveted trophy 🏆🇦🇺

#U19WorldCup"
"33","662","13","Destined for greatness ⭐

Captain Hugh Weibgen has tipped big things for Australia's #U19WorldCup pace attack 🔮"
"2812","93534","1262","Harjas Singh and Harkirat Bajwa's take on the thigh five 👊

#U19WorldCup #Cricket #CricketReels"
"6297","107851","2395","India have come so close at the last two ICC events 😲

#cricket #cricketreels #U19WorldCup #CWC23"
"222","29126","356","Catch the match highlights - with Hindi commentary - from the #U19WorldCup final between India and Australia."
"26","1437","19","Catch the match highlights - with Hindi commentary - from the #U19WorldCup final between India and Australia."
"25","1857","40","These Australian teams might be just as good at celebrating as they are at playing cricket 🥳🏏

#T20WorldCup #CWC23 #U19WorldCup #Cricket #Cricketreels"
"285","9153","217","A golden period for Australia 🇦🇺

Five concurrent trophies across the men's, women's and now the future stars at the Men's #U19WorldCup 🏆

More 👉 https://bit.ly/49x3QYq"
"9","996","25","Callum Vidler takes us behind the scenes as Australia celebrate their #U19WorldCup triumph 💥

#cricket #cricketreels"
"22","391","15","Moments to cherish forever for Australia's future stars ⭐

More as they claimed the #U19WorldCup trophy 🏆"
"237","9901","163","Vibes are strong in the dressing room 😎

#U19WorldCup #cricket"
"536","13064","119","A dressing room adorned in gold 🇦🇺🏆

#U19WorldCup"
"81","1073","24","Australia dominated all three departments of the game to win the #U19WorldCup 2024 🎉

Read all about the #INDvAUS final 👇

"
"75","4775","48","Hopping away with the trophy 🦘🇦🇺

#cricket #cricketreels #U19WorldCup"
"23","1234","18","Player of the Tournament Kwena Maphaka had a stellar run! 🎖 

#U19WorldCup #cricket #cricketreels"
"16","1108","13","Player of the Tournament Kwena Maphaka had a stellar run! 🎖 

#U19WorldCup #cricket #cricketreels"
"180","20315","114","Hopping away with the trophy 🦘🇦🇺

#cricket #cricketreels #U19WorldCup"
"440","9872","218","Australia get their hands on the #U19WorldCup trophy for the fourth time 😍"
"576","14458","139",""
"37","1829","18","Harry Dixon – The one who set the tone for the final 🎙

#U19WorldCup #cricket #cricketreels"
"233","18872","183","Mahli Beardman’s incisive spell of 3/15 was instrumental in Australia’s 79-run victory over India 💪

Watch his aramco Highlights 📽️"
"52","1503","40","Australia have done it again!

They win their third straight final against India, having won the #WTC23 and #CWC23 last year 🏆

Match Highlights 📽️

#U19WorldCup"
"502","9176","116","𝙏𝙃𝙀 𝙒𝙄𝙉𝙉𝙄𝙉𝙂 𝙈𝙊𝙈𝙀𝙉𝙏 🤩 

#U19WorldCup #INDvAUS"
"758","52604","645","Australia have done it again!

They win their third straight final against India, having won the #WTC23 and #CWC23 last year 🏆

Match Highlights 📽️

#U19WorldCup"
"460","20249","433","What a moment for Australia as they lift their fourth Men’s #U19WorldCup trophy 🌟"
"211","8264","209","‘𝘈𝘶𝘴𝘴𝘪𝘦 𝘈𝘶𝘴𝘴𝘪𝘦 𝘈𝘶𝘴𝘴𝘪𝘦’ 🏆

#U19WorldCup #INDvAUS #Cricket"
"38","1693","12","Mahli Beardman describes his moment of the match 🫶

#U19WorldCup #cricket #cricketreels"
"713","24156","559","And the celebrations begin! 🎊

Australia lift the #U19WorldCup 🏆"
"49","7303","100","From one 🇿🇦 fast bowler to another! 👏

Kwena Maphaka receives the @aramco Player of the Tournament award from Anrich Nortje 🏆

#U19WorldCup #INDvAUS #Cricket"
"72","2098","32","South Africa's Kwena Maphaka wins the 2024 #U19WorldCup aramco Player of the Tournament award 🎖"
"57","1325","11","Tom Straker describes the ‘great feeling’ of winning the  #U19WorldCup 2024 ✨

#cricket #cricketreels"
"115","4788","23","Sam Konstas’ emotional reaction after the title win ✨

#U19WorldCup #INDvAUS #Cricket"
"107","1795","27","Mahli Beardman delivered a complete performance in the #U19WorldCup 2024 final 👏

He's the aramco #POTM for his 3/15 🎉

#INDvAUS"
"379","7913","436","Australia clinch their fourth ICC Men’s #U19WorldCup title 🏆

#INDvAUS #Cricket"
"1585","17987","398","Relentless Australia down India in Benoni to clinch their fourth #U19WorldCup title 🎇

#INDvAUS"
"2764","69564","1415","A dominating performance in the Final gives Australia their fourth Men’s #U19WorldCup title 👏"
"5000","74894","3185","𝐂𝐇𝐀𝐌𝐏𝐈𝐎𝐍𝐒 🏆

After #WTC23 and #CWC23, Australia complete the hat-trick with #U19WorldCup 2024 😍"
"204","12658","26","Murugan Abhishek and Naman Tiwari put up a fight 💪

#U19WorldCup #INDvAUS #Cricket"
"315","7434","42","Raj Limbani gets a taste of his own medicine 🫣

 #U19WorldCup"
"175","7313","30","Raf MacMillan cleans up Raj Limbani 💥

#U19WorldCup #INDvAUS #Cricket"
"46","849","7","The fans in Benoni having a lekker time during the #U19WorldCup final 👏

#INDvAUS #Cricket"
"246","4183","22","India continue to stutter in the chase! They have now lost six wickets with less than 100 on the board ☝️

#U19WorldCup"
"215","10935","66","Australia pick two wickets in quick time 🔥

#U19WorldCup #INDvAUS #Cricket"
"689","9034","73","Australia on 🔝 in the #U19WorldCup 2024 Final!

📝: https://bit.ly/3urbrJt"
"265","9077","53","India lose their captain Uday Saharan with Mahli Beardman picking up his second wicket of the game 👀

#U19WorldCup"
"118","7091","23","Mahli Beardman snares the wicket of Uday Saharan 💥

#U19WorldCup #INDvAUS #Cricket"
"86","4806","58","Glenn Maxwell's record-equalling ton drove Australia to a big win in Adelaide 👏

More 👉 https://bit.ly/3Svb0po

#AUSvWI"
"184","10822","56","Musheer Khan’s luck runs out as he is bowled out by Mahli Beardman 💥

#U19WorldCup"
"561","29814","142","Words of motivation from 🇮🇳 skipper Uday Saharan!

#U19WorldCup #INDvAUS #Cricket"
"56","4847","38","Australia deal an early blow by dismissing Arshin Kulkarni 👊

#U19WorldCup #INDvAUS #Cricket"
"109","8662","29","An early breakthrough for Australia as Callum Vidler dismisses Arshin Kulkarni cheaply.

#U19WorldCup"
"6","459","5","A day in the life of an ICC Digital Insider ft. @crystalarnoldofficial 🤩

#U19WorldCup #INDvAUS #Cricket"
"35","473","7","Australia have set India a record target of 254 in the #U19WorldCup 2024 final 👌

#INDvAUS

"
"86","5149","58","Australia take an unassailable 2-0 lead in the three-match T20I series against West Indies 💪

#AUSvWI | 🔗: https://bit.ly/4bBdV8A"
"38","3441","36","Oliver Peake plays a crucial knock to take 🇦🇺 to 253/7!

#U19WorldCup #INDvAUS #Cricket"
"29","3572","36","A handy 46* from Ollie Peake has helped Australia post a competitive 253/7 🔥

#U19WorldCup"
"25","6639","23","Hit for six ⏩ Traps Charlie Anderson in front! ☝️

#U19WorldCup #INDvAUS #Cricket"
"41","3712","25","Harjas Singh’s crucial knock of 55 comes to an end with some Saumy Pandey magic ✨

#U19WorldCup"
"38","4048","20","Harjas Singh departs after scoring a gritty fifty 👏

#U19WorldCup #INDvAUS #Cricket"
"76","2683","26","The thrill of the finale 🤩 

#U19WorldCup #INDvAUS"
"24","848","11","Glenn Maxwell joins Rohit Sharma at the top 💯

#AUSvWI"
"27","3679","13","Raj Limbani traps Hicks in front, breaking the half-century stand for the fourth wicket.

#U19WorldCup"
"36","4861","21","Raj Limbani picks his second wicket 👏

#U19WorldCup #INDvAUS #Cricket"
"22","1410","21","The ‘Raj Limbani’ inswinger 🔥

#U19WorldCup #INDvAUS #Cricket"
"61","3078","15","First a sweep along the ground for a four and then a lofted sweep to send one over mid-wicket – Harjas Singh is lighting up Benoni 🌟

#U19WorldCup"
"221","10364","77","Harjas Singh deploys the sweep shot to perfection 💪

#U19WorldCup #INDvAUS #Cricket"
"77","3442","20","Harjas Singh steps down and sends it over the ropes 🙌

#U19WorldCup #INDvAUS #Cricket"
"55","7959","33","Naman Tiwari picks up two wickets in two overs 👊

#U19WorldCup #INDvAUS #Cricket"
"47","16205","46","The bowling change works in India’s favour as Naman Tiwari removes the two set batters – Hugh Weibgen  and Harry Dixon – in back-to-back overs 👏

#U19WorldCup"
"405","8150","208","Glenn Maxwell smashes his 5️⃣th T20I hundred 💥

#AUSvWI | 🔗: https://bit.ly/3UwEB4s"
"8","296","2","🚨 JUST IN: England have been hit with a big injury blow in the Test series against India.

#WTC25 | #INDvENG"
"124","2618","15","First blood drawn by India ☝

#U19WorldCup #INDvAUS 

📝: https://bit.ly/3Uv0pNU"
"49","4449","44","Beaten all ends up 💥

#U19WorldCup #INDvAUS #Cricket"
"380","54096","289","What a start for India!

Raj Limbani gets the dangerous Sam Konstas for a duck ☝️

#U19WorldCup"
"80","48538","58","And the #U19WorldCup final begins 👊

#INDvAUS #Cricket"
"94","6547","73","Australia have opted to bat first against India in the #U19WorldCup final 🏏

#INDvAUS #Cricket #CricketReels"
"261","3162","35","#U19WorldCup ⏳
#CWC23 ✅
#WTC23 ✅

Can Australia claim another ICC trophy against India in less than 12 months?"
"403","3500","41","History to be made in Benoni 🏏

Who will win the #U19WorldCup Final?

Captains Quotes 📝 https://bit.ly/497Ura1"
"118","1718","24","Is there a fourth #U19WorldCup title on the cards for Australia? 🏆"
"30","917","10","A late flurry in the nets for Australia ahead of the #U19WorldCup Final 🏆

#ICC #Cricket #CricketReels"
"156","1439","9","India's #U19WorldCup captain isn't perturbed by the occasion heading into the Final 🎙

More ➡ https://bit.ly/48leyk8"
"22","1301","14","Ramping up the preparation with the #U19WorldCup stakes raised 🏏🇮🇳

#ICC #Cricket #CricketReels"
"134","6646","69","Can India add to their already impressive #U19WorldCup trophy cabinet with victory in Benoni? 🏆"
"46","412","5","Tight tussles on the #U19WorldCup journey only strengthen Australia according to skipper Hugh Weibgen 🗣

More 👉 https://bit.ly/497Ura1"
"241","52526","200","Will #U19WorldCup history repeat for India against Australia in 2024?

#ICC #Cricket #CricketReels"
"234","2884","65","It all comes down to this.

The #U19WorldCup Final. India 🆚 Australia 🤝

Match Preview 📝 https://bit.ly/3SDU9Rp"
"3","299","2","ICYMI India have named their squad for the final three #INDvENG Test matches against England 🏏

More from #WTC25 👇"
"17","885","11","A wonderful #U19WorldCup journey for Hugh Weibgen, but one more chapter to be written 📝

#ICC #Cricket #CricketReels"
"8","550","5","India on the front foot ahead of the #U19WorldCup Final 🏏

#ICC #Cricket #CricketReels"
"2","630","4","Australia's preparation ahead of their #U19WorldCup Final battle with India 🏏

#ICC #Cricket #CricketReels"
"3","357","1","Comeback complete for Sophie Molineux 👏

More from Australia's Test squad to take on South Africa 👇

#AUSvSA"
"69","2911","21","Uday Saharan won't mind a one-sided final 😉

#U19WorldCup #cricket #cricketreels"
"31","1061","8","Flip, flip, hooray! 😆 Bottle challenge accepted 👊

#U19WorldCup #cricket #cricketreels"
"17","754","6","Australia announce their squad for the historic first Test against South Africa 🔥

#AUSvSA | 🔗: https://bit.ly/48fmHGq"
"82","1495","7","At the Aussie nets as they prepare for the final showdown 📸

#U19WorldCup"
"145","2537","33","Who will end up with the 🏆? 

#U19WorldCup #cricket #cricketreels"
"470","7658","51","India have named their squad for the final three Tests against England 👀

#WTC25 | More ➡️ https://bit.ly/42xezjv"
"47","2315","9","Uday Saharan and Hugh Weibgen are in the zone ahead of the #U19WorldCup title clash 👀

Details on their assessment ahead of the final 👇

#INDvAUS"
"59","436","6","One Award. Eight contenders 🔥

VOTE NOW for your @aramco #U19WorldCup Player of the Tournament 🗳️"
"107","2305","5","Team 🇮🇳 sweating it out ahead of the big Sunday 🏆

#U19WorldCup"
"1746","39136","171","2012 - 🇮🇳 won by 6 wickets.
2018 - 🇮🇳 won by 8 wickets.
2024 - ❓

Australia are yet to defeat India in the ICC Men's #U19WorldCup Final 👀

#INDvAUS |🔗: https://bit.ly/48edDBZ"
"38","658","9","The stage is set for yet another #INDvAUS battle in an ICC event 🤩

Read about the leading trends and matchups ahead of the #U19WorldCup final 👊

"
"842","6868","65","Third #INDvAUS Final in a row!  🤜🤛

Who will come out on 🔝 this time?

#U19WorldCup"
"42","3259","28","Tap for the sur𝙥𝙧𝙞𝙯𝙚 🏆👀

#U19WorldCup #INDvAUS #Cricket"
"148","2790","16","Some serious business behind the scenes at the captains' photoshoot ahead of the final 😉

#U19WorldCup"
"660","13383","81","Captains ready, trophy in tow 🇮🇳🏆🇦🇺

#U19WorldCup"
"43","1908","17","Australia fight back in the third ODI to clinch the series 2-1 🎉

#AUSvSA: https://bit.ly/3Uwb0YX"
"8","465","4","ICYMI: Australia have named a 14-member squad for the two-match Test series against New Zealand, beginning 29 February.

#WTC25 | Details 👇"
"50","1182","9","1️⃣ wicket in hand. 1️⃣6️⃣ runs needed.

Hear from Raf MacMillan and Callum Vidler on how they took Australia over the finish line 🎙️

#U19WorldCup"
"115","1189","9","1️⃣ wicket in hand. 1️⃣6️⃣ runs needed.

Hear from Raf MacMillan and Callum Vidler on how they took Australia over the finish line 🎙️

#U19WorldCup"
"97","2027","21","It all comes down to this for tournament supremacy 🏆

A look at India and Australia's chances in the #U19WorldCup Final in Johannesburg 🎥"
"10","1762","10","It all comes down to this for tournament supremacy 🏆

A look at India and Australia's chances in the #U19WorldCup Final in Johannesburg 🎥"
"74","1132","7","India confirm the status of Virat Kohli for the remaining Tests against England.

More 👇

#WTC25 #INDvENG"
"20","504","2","Ready for their historic Test against South Africa 🏏

Australia name their squad for Perth 📝

#AUSvSA"
"498","16826","87","A star of the #U19WorldCup celebrating a senior debut!

Aakash Chand is in Nepal's XI to take on Canada in Kathmandu 👏

#NEPvCAN live 📲 https://bit.ly/48dXWL5

📸 Cricket Association of Nepal"
"2877","91372","1361","Pathum Nissanka joins the game's elites with the innings of a lifetime 📝

More from #SLvAFG 👉 https://bit.ly/3wg5UWM"
"721","2570","11","Eight future stars in the running for the aramco #U19WorldCup Player of the Tournament 👊

More 👉 https://bit.ly/48i19cd"
"21","1359","10","""It's about decision-making more than anything else."" 🗣️

Coach Hrishikesh Kanitkar readies India's future stars for the #U19WorldCup Final 🏏"
"8","288","2","A journey to remember for Hugh Weibgen's group 🛣

Australia's campaign ahead of their #U19WorldCup Final meeting with India 👇"
"10","233","1","South Africa's squad for their inaugural women's Test match against Australia has been named 👀

More on the group to feature in Perth 📝"
"10","358","3","The #WTC23 champions take on #WTC21 winners 🏆

Australia put forward their group for New Zealand 📝

More 👇

#NZvAUS | #WTC25"
"672","20685","376","A record-shattering double-hundred from Pathum Nissanka 🔥

#SLvAFG | 🔗: https://bit.ly/494fquq"
"1610","43296","507","Sri Lanka go 1-0 up in the series, but not before Afghanistan put up a strong fight 👊

#SLvAFG 📝: https://bit.ly/3ODxGCL"
"1942","56270","552","Mohammad Nabi and Azmatullah Omarzai are putting on a record partnership as Afghanistan recover from 55/5 😯

#SLvAFG 📝: https://bit.ly/4buym7g"
"24","1044","7","Laura Wolvaardt will lead a strong South Africa women's side in their historic first Test match against Australia in Perth 👀

More on the squad 👉 https://bit.ly/3wlsj4E

#AUSvSA"
"95","6617","72","How the last two 🇮🇳🆚🇦🇺 finals ended 👀

#Cricket #CricketReels #U19WorldCup"
"1547","43185","824","Pathum Nissanka created history when he scored a double-hundred 👏

#SLvAFG | More ➡️ https://bit.ly/3OEsb6H"
"19","715","4","8⃣ incredible performers, 1⃣ award 🏅

The shortlist for #U19WorldCup 2024 Player of the Tournament is out 👀"
"6069","56039","8352","Pathum Nissanka becomes the first-ever Sri Lanka batter to score a Men's ODI double hundred 🎉

#SLvAFG"
"39","954","11","Australia skipper Hugh Weibgen is looking forward to the challenge of facing India in the final 💪

More 👉 https://bit.ly/3OyzUU4

#U19WorldCup"
"229","9366","79","Australia overcame West Indies in a high-scoring encounter to take a 1-0 lead in the T20I series 👏

#AUSvWI: https://bit.ly/3waPoap"
"406","12575","165","A scintillating century from Pathum Nissanka 👊

#SLvAFG: https://bit.ly/485qara"
"12","511","7","South Africa announce squad for their first-ever Women's Test against Australia 👌

#AUSvSA

"
"201","5897","188","Two matches. Two similar shots. Two different outcomes 😲

#U19WorldCup #Cricket #CricketReels"
"57","2544","19","Australia have announced their squad for the two-match #WTC25 series against New Zealand.

➡ https://bit.ly/3uwniG3"
"65","631","7","ICYMI, the shortlist for the ICC Men's Player of the Month Award for January 2024 is out 🏅

Vote for your favourite now 👇"
"2687","89709","2188","An agonising end to 🇵🇰’s #U19WorldCup 2024 campaign.

#Cricket #CricketReels"
"158","3418","18","Former captain Dasun Shanaka misses out as Sri Lanka name ODI squad for Afghanistan series.

More ➡️ https://bit.ly/3OEZLcN"
"148","10392","185","Drama and tension in both camps during the final stages of the thrilling #AUSvPAK semi-final 👊

#U19WorldCup #cricket #cricketreels"
"36","1406","17","Tom Straker's incredible spell in the #U19WorldCup semi-final saw him break Kagiso Rabada's record 💥

More ➡️ https://bit.ly/3ODFyEt"
"10","720","5","The #Cricket4Good initiative has created some amazing memories for kids during the #U19WorldCup 🫶"
"255","5770","311","Australia have a great record against Pakistan in semi-finals at ICC events 😲

#U19WorldCup #cricket #cricketreels"
"13","1025","7","Five dominant victories, followed by a nervy run chase in the semi-final against South Africa 🙌

We detail how India progressed through to the #U19World Cup Final ⬇️"
"24","1174","10","Australia's Tom Straker talks about his historic six-wicket haul, shark celebration and the upcoming #U19WorldCup Final against India 🏆

#Cricket #CricketReels"
"31","359","4","""We'll love that challenge, we'll love that fight."" 💬

Skipper Hugh Weibgen says Australia is looking forward forward to the India challenge in the #U19WorldCup Final ⬇️"
"151","17803","193","Relive the winning moment and celebrations as Australia booked their spot in the #U19WorldCup Final 🏆

#Cricket #CricketReels"
"35","836","12","Recapping one of the best semi-finals in #U19WorldCup history 🔥

#Cricket #CricketReels"
"14","323","3","🚨 JUST IN: Australia name Test squad for their #WTC25 series against New Zealand.

Details ⬇️"
"42","341","4","An absolute thriller! 🤯

How Australia managed to secure a one-wicket win in the 50th over of the #U19WorldCup semi-final against Pakistan ⬇️"
"11","604","4","New Zealand will be without Daryl Mitchell for the second Test against South Africa 👀

#WTC25 | #NZvSA"
"149","1988","33","A rollercoaster of emotions in the 🇦🇺 camp 🔥

#U19WorldCup #cricket #cricketreels"
"709","13400","116","15-year-old Ali Raza produced a riveting spell to keep Pakistan in the game till the very end in the semi-final 🌟

#U19WorldCup"
"88","698","8","Australia won a nerve-wracking thriller in Benoni to reach the #U19WorldCup 2024 final 🎇

Details 👇

#AUSvPAK

"
"62","1325","19","Tom Straker’s brilliant six-wicket haul helped Australia make it to the #U19WorldCup 2024 final.

Watch his aramco POTM Highlights 📽️

#U19WorldCup"
"82","1455","31","Pakistan fought back but Australia held their nerve to secure a thrilling one-wicket win and stormed into the #U19WorldCup 2024 Final 💪

Match Highlights 📽️"
"323","6309","66","The highs and lows of a close semi-final 😄😢

#U19WorldCup | #AUSvPAK"
"82","1222","12","Tom Straker's 6/24 helped Australia win an intense encounter against Pakistan ⚡

He's the aramco #POTM 🎉

#AUSvPAK"
"1659","30190","608","WTC23 Final 🔄 CWC23 Final 🔄 #U19WorldCup 2024 Final

It's 🇮🇳 vs 🇦🇺 again!"
"786","7378","90","Australia overcome Pakistan to book a place in the #U19WorldCup 2024 final against India 👊

#AUSvPAK"
"1582","21955","330","WHAT. A. PERFORMANCE 🔥

Australia are through to the #U19WorldCup 2024 Final 🎉"
"86","15857","165","𝘈𝘭𝘪 𝘙𝘢𝘻𝘢 𝘪𝘴 𝘢 𝘴𝘶𝘱𝘦𝘳𝘴𝘵𝘢𝘳 𝘪𝘯 𝘵𝘩𝘦 𝘮𝘢𝘬𝘪𝘯𝘨 🤩

#U19WorldCup #Cricket #CricketReels"
"770","99240","1100","15-year-old Ali Raza has given Pakistan a fighting chance!

#U19WorldCup"
"33","3743","28","Arafat Minhas disturbs the woodwork again! 🔥

#U19WorldCup #Cricket #CricketReels"
"56","10487","55","The important 44-run stand for the sixth wicket is broken by Arafat Minhas 💥

#U19WorldCup"
"18","3454","33","Tom Straker’s impressive figures of 6/24 were instrumental in Australia restricting Pakistan to 179.

Relive the spell 📽️

#U19WorldCup"
"82","2542","122","The things we do to play cricket 🧅😆

#U19WorldCup #Cricket #CricketReels"
"18","1420","14","Straker’s sixth 😍

Visit Crictos.com and grab your chance to own iconic #U19WorldCup moments like this screamer from Straker 🔥

#FanCraze | FanCraze"
"19","1852","9","Straker’s sixth 😍

Visit http://Crictos.com and grab your chance to own iconic #U19WorldCup moments like this screamer from Straker 🔥

#FanCraze | @0xfancraze"
"92","10876","67","Wickets in back-to-back overs have derailed Australia’s chase ☝️

#U19WorldCup"
"44","13904","40","Pakistan fightback with wickets in back-to-back overs 🔥

#U19WorldCup #Cricket #CricketReels"
"18","1000","9","‘𝘛𝘩𝘦 𝘔𝘰𝘯𝘴𝘵𝘦𝘳 𝘛𝘳𝘶𝘤𝘬’ Straker 💥

#U19WorldCup #Cricket #CricketReels"
"9","414","3","Scotland are gearing up for ICC Men's Cricket World Cup League 2 action against UAE and Canada 👊

Squad news 👇"
"235","27463","272","Sam Konstas’ off-stump goes cartwheeling as Ali Raza gets Pakistan the breakthrough 💥

#U19WorldCup"
"61","8305","70","Ali Raza sends the off-stump flying! ✈️

#U19WorldCup #Cricket #CricketReels"
"9","1154","6","Massive achievement followed by subtle reactions 😉👏

#U19WorldCup #Cricket #CricketReels"
"109","1414","24","The best figures in a #U19WorldCup semi-final or final 👊

Take a bow, Tom Straker 🙌

#AUSvPAK"
"179","4034","37","A terrific six-wicket haul from Tom Straker has helped Australia to bowl out Pakistan on just 179 👀

#U19WorldCup"
"24","1679","12","Tom Straker finishes with a six-for! 💥

#U19WorldCup #Cricket #CricketReels"
"32","2409","11","Arafat Minhas’ fighting knock comes to end soon after he brings up his half-century.

#U19WorldCup"
"12","1817","9","Arafat Minhas holes out the next ball after reaching fifty!

#U19WorldCup #Cricket #CricketReels"
"91","777","9","Sri Lanka's former captain has been left out of the ODI squad for the upcoming series against Afghanistan 👀

More 👇"
"125","2734","20","Pakistan lose half their side as Mahli Beardman knocks Haroon Arshad's off-stump 🔥

#U19WorldCup"
"20","1400","9","Mahli Beardman knocks Haroon Arshad’s off-stump 👊

#U19WorldCup #Cricket #CricketReels"
"109","3000","25","Australia strike with another wicket as India’s contingent looks on from the sidelines 👀

#U19WorldCup #Cricket #CricketReels"
"146","2804","35","Checking out their fellow finalists? 😉

The Indian team watches from the sidelines as Pakistan lose another wicket.

#U19WorldCup"
"28","846","7","New Zealand will be without the services of Daryl Mitchell for the second Test against South Africa.

➡ https://bit.ly/4byqJwL

#WTC25 | #NZvSA"
"60","3018","24","A sharp catch by Hugh Weibgen at backward point as Callum Vidler dismisses the dangerous Shahzaib Khan 👏

#U19WorldCup"
"43","2306","18","Australia end the Powerplay with the wicket of Shahzaib Khan 🔥

#U19WorldCup #Cricket #CricketReels"
"79","5353","28","Two fours in an over for Shamyl Hussain as Pakistan get off to a comfortable start.

#U19WorldCup"
"61","7357","42","Controlled pull shot ➡️ Textbook cover drive 👏

#U19WorldCup #Cricket #CricketReels"
"92","1464","10","Australia won the toss and elected to field first 🏏

#U19WorldCup #AUSvPAK

"
"75","1316","7","Ricky Ponting is confident that India's Rishabh Pant could make a full return to competitive cricket ahead of the ICC Men's #T20WorldCup 2024 🤞

More ➡️ https://bit.ly/3Svly82"
"16","460","3","The significance of South Africa's first-ever women's ODI victory over Australia is not lost on all-rounder Marizanne Kapp 🗣

More from #AUSvSA 👉 https://bit.ly/42wFJa6"
