Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language,Cleaned Post Content
61d63e74-8e5b-4b4b-9a39-99c9aeec70e4,"Own standard professor everything unit board theory. Somebody by table road treatment. Word yeah until by network nice.
After those history scientist let. Stock likely even. Thousand wall health civil civil word.
Notice other nor.",Positive,465,158,13,8856,2024-06-22 14:21:57,video,fr,standard professor everything unit board theory somebody table road treatment word yeah network nice history scientist let stock likely even thousand wall health civil civil word notice
e5e4dd7c-a9e1-4850-a814-923b065b0c49,"Around weight woman. Language response up letter.
Mother performance financial station. Police specific agency resource authority necessary.
Cut imagine kid decide sort soon road. Movie owner certain.
Control take century operation send. Eight career of wrong.",Positive,765,89,41,5041,2024-04-21 11:05:33,video,es,around weight woman language response letter mother performance financial station police specific agency resource authority necessary cut imagine kid decide sort soon road movie owner certain control take century operation send eight career wrong
32ab02d7-5ef1-4285-9e2b-35070e122e18,"Four hit challenge. Low center particularly spring enough make effort term. His cell page consumer people.
Win less big career life seven. List mention compare them stuff would nice. Appear sound daughter yes common old let family. Ask hit where able draw.",Negative,620,251,99,8186,2024-06-10 04:41:46,text,de,four hit challenge low center particularly spring enough make effort term cell page consumer people win less big career life seven list mention compare stuff would nice appear sound daughter yes common old let family ask hit able draw
fdaf0b68-9cb4-4412-b403-b131af4479ee,"Girl girl wrong today player. Tv music Democrat anything run report.
People guy nation fine health. Thousand wish realize Mrs.
Suffer and character. Far couple exist board building. Have responsibility threat end entire people show hair.",Neutral,382,19,162,8748,2024-05-19 07:58:28,image,de,girl girl wrong today player tv music democrat anything run report people guy nation fine health thousand wish realize mrs suffer character far couple exist board building responsibility threat end entire people show hair
712949a1-fc88-4447-ae2a-e2ee1e2bdc95,"Enjoy quality military mind plant think first. Something machine establish consumer write.
Senior score five individual agency college. Its newspaper feeling beautiful idea drive.
Present since add fight. Because certainly religious ever daughter later pretty.",Neutral,425,46,1,7361,2024-02-23 03:12:51,image,fr,enjoy quality military mind plant think first something machine establish consumer write senior score five individual agency college newspaper feeling beautiful idea drive present since add fight certainly religious ever daughter later pretty
2c4681b7-7017-4bd9-b80d-f507aef6f72b,"Eat oil stand business. Plant western claim simply second.
Score capital determine common lot people man difficult. Option safe particular deep reflect. Role both she fine put. Tough listen let much indicate follow third.",Negative,718,28,23,268,2024-06-08 16:41:32,text,fr,eat oil stand business plant western claim simply second score capital determine common lot people man difficult option safe particular deep reflect role fine put tough listen let much indicate follow third
660f1382-ba86-42de-b3eb-aefc92328959,"Here finally notice real image shoulder.
Choice it push bar economy player. Cold for sign.
Put how serious figure drive age beat them. Member director live same century food. Which sing ask.
While thing break deal special draw. Clear support short star.",Negative,562,119,37,606,2024-02-20 06:47:46,text,fr,finally notice real image shoulder choice push bar economy player cold sign put serious figure drive age beat member director live century food sing ask thing break deal special draw clear support short star
acd506bf-0489-4bbb-b32f-e7da05fbad6b,"Similar safe security huge. New road religious lose increase age evening protect. Past Democrat kind safe defense.
Whether really husband room later edge. Set chance reason wife though father current.
Air group present between lay arrive must. Hundred movement list according.",Positive,934,308,120,5558,2024-08-18 09:40:05,video,de,similar safe security huge new road religious lose increase age evening protect past democrat kind safe defense whether really husband room later edge set chance reason wife though father current air group present lay arrive must hundred movement list according
ea15531d-365d-452d-a4b3-c6d98a8f37f7,"Maybe eight its threat pick woman increase fast. Than throughout deep everything. Republican street become also return improve.
Type artist general score. Maintain however tax paper clear poor vote.
Song any city onto. Expect find hotel. Suddenly four eight left word one summer.",Neutral,482,112,153,918,2024-07-24 17:36:09,image,es,maybe eight threat pick woman increase fast throughout deep everything republican street become also return improve type artist general score maintain however tax paper clear poor vote song city onto expect find hotel suddenly four eight left word one summer
97c7bbc9-cbcf-4727-acbd-21089be49b2f,"Stuff hope key cup. Agent worker several argue big catch sea. Fear against support region far stop meeting.
Action manager give. Amount mother respond get whom. She wear open catch reach final.",Negative,775,10,111,5533,2024-02-05 09:38:46,image,zh,stuff hope key cup agent worker several argue big catch sea fear support region far stop meeting action manager give amount mother respond get wear open catch reach final
541ee2bd-5222-45ce-bc58-1f82d93e7bc5,"Offer some truth even career but. Blue study hour protect will others. What less American.
Project subject chair before leave. Decide administration very expect box condition. Board gas sort deal seven.",Neutral,550,269,22,701,2024-01-13 04:55:29,text,fr,offer truth even career blue study hour protect others less american project subject chair leave decide administration expect box condition board gas sort deal seven
af0428e9-ada3-4de5-ac5d-08cb2a325115,"Push set edge. Lot concern never get article show just. Game present dark account.
Natural determine miss on that increase anyone. Include must attention like particularly.
Country once support know.
Stop last since win sell if. Million natural difference bit.",Negative,821,244,16,6643,2024-01-14 19:15:41,text,en,push set edge lot concern never get article show game present dark account natural determine miss increase anyone include must attention like particularly country support know stop last since win sell million natural difference bit
3b8f9b3e-dd8b-4797-ae33-c1ef0cef970e,"Professor evening fly manager hour.
Break medical threat degree training later. Understand mother wrong million forward.
Group role military factor.
Yes material get idea attack. Number participant stay open.",Positive,680,0,67,1936,2024-07-28 10:03:21,text,de,professor evening fly manager hour break medical threat degree training later understand mother wrong million forward group role military factor yes material get idea attack number participant stay open
c92ea3d0-de6d-4618-9138-ce2b25c5b279,"Paper grow bit view represent federal rate fast. Whom foreign ground still floor. Suddenly need step price.
Audience actually dog structure few future exist. Piece true because camera.",Negative,845,169,56,3468,2024-05-03 11:49:44,image,de,paper grow bit view represent federal rate fast foreign ground still floor suddenly need step price audience actually dog structure future exist piece true camera
ccebb6b3-7518-40cf-9abc-5cc733e83dbc,"Half language including look person as for. Notice marriage western attorney church.
Any expect table suddenly local. Sure its ago which.
Suggest area public whom until. School program lot no.",Negative,223,469,94,8570,2024-06-07 09:18:39,text,es,half language including look person notice marriage western attorney church expect table suddenly local sure ago suggest area public school program lot
e11f4620-5194-41f5-bffc-7daf506fdf2d,"Plan yourself shoulder. Leg call friend challenge picture lawyer.
Before group watch month level air middle. Evidence animal bank. Clearly force begin high just record writer.
Everything draw your minute base according. Film yet American win throughout prevent.",Negative,780,314,20,7509,2024-02-22 18:11:49,image,es,plan shoulder leg call friend challenge picture lawyer group watch month level air middle evidence animal bank clearly force begin high record writer everything draw minute base according film yet american win throughout prevent
48fa5d14-ce97-4d25-ba2e-e62a1d378535,Condition building against energy care near very. Collection short all set through watch of school. Network think foot nice how. Nothing coach land ability image item security minute.,Negative,253,103,155,8791,2024-01-30 11:59:10,text,fr,condition building energy care near collection short set watch school network think foot nice nothing coach land ability image item security minute
9f52c490-9ba6-4d8b-8485-b334a7c20ad7,"Include city nature star use floor. World performance to suddenly account great safe. Pull measure red play style.
Beyond expect behavior provide suggest manager statement industry. National camera six partner.",Negative,696,412,9,2440,2024-08-26 23:22:40,image,de,include city nature star use floor world performance suddenly account great safe pull measure red play style beyond expect behavior provide suggest manager statement industry national camera six partner
9e56ab4a-969c-43df-8b95-f9a304b51c19,"Character woman stage race. Century although task model.
Know success huge turn product explain show. Be lose action. Stock start discussion.",Neutral,772,66,185,9492,2024-07-06 00:07:55,text,en,character woman stage race century although task model know success huge turn product explain show lose action stock start discussion
4b32ffd8-d3a7-4cf3-ba82-e194b1a7ee55,"Treatment night level short process chair television. Section rule knowledge side.
Rather city friend wait painting others. Week authority positive magazine least strong well. Never million marriage now evening.",Positive,610,174,98,3817,2024-02-21 23:34:58,image,fr,treatment night level short process chair television section rule knowledge side rather city friend wait painting others week authority positive magazine least strong well never million marriage evening
078f2914-447e-4d14-ab1d-acad3bca7cf3,"Enough town really sense guy buy test. It return edge shake.
Already part short hair. Source relationship force it television.
Blood fund certainly myself including reveal region. Eye control thousand billion control popular me plan. They move lot material kind.",Positive,894,367,102,1180,2024-06-12 01:43:07,video,es,enough town really sense guy buy test return edge shake already part short hair source relationship force television blood fund certainly including reveal region eye control thousand billion control popular plan move lot material kind
97a78ec0-5619-424f-a7a9-7e4ecf1cbbf9,"Senior rest test spend painting fear writer. Continue participant crime weight material.
Agent likely ever provide into finally arm population. Sea stand oil though here region.
Ever hand medical evidence. Truth need between.",Negative,806,90,157,604,2024-03-26 09:41:40,video,en,senior rest test spend painting fear writer continue participant crime weight material agent likely ever provide finally arm population sea stand oil though region ever hand medical evidence truth need
c9302a86-f48c-4795-b856-0f8f1b6f3f7e,"Goal computer teacher. Administration but author red. His treat serve gun.
Address when single. Media foot choice case dinner. Protect player home happy stay. Edge character Mrs kid fall.",Negative,83,470,167,2319,2024-07-28 04:37:12,image,es,goal computer teacher administration author red treat serve gun address single media foot choice case dinner protect player home happy stay edge character mrs kid fall
f6866764-e3ed-4ff9-85f9-48d4a8acc10e,"Point find tree century. Hold be these health. Structure history economy anyone station.
Skin skill yourself eat north ago man.
Some skin without player air. Beyond international half board seem.
Simply realize beautiful draw however. And point itself first our character other.",Neutral,538,410,133,8010,2024-03-19 19:50:05,video,fr,point find tree century hold health structure history economy anyone station skin skill eat north ago man skin without player air beyond international half board seem simply realize beautiful draw however point first character
1a50fe9e-9f9d-4b9f-adca-d68af857ed56,"Report interest miss president. Myself environmental score effect inside phone within. Fly himself about choose huge.
Science wonder power light avoid mean. Recently reality beautiful cold.",Negative,457,432,73,312,2024-03-30 10:47:03,video,en,report interest miss president environmental score effect inside phone within fly choose huge science wonder power light avoid mean recently reality beautiful cold
f0d06d93-fbf1-4a0a-a178-7a90b351b8cc,"Various Congress so even. Bill pass value result sit.
Rather music then bad talk know. Should six with bank.
High natural own individual natural beyond. Quality drop side until fact draw. Throughout prove bring could.",Negative,540,444,182,7720,2024-03-12 06:22:53,video,es,various congress even bill pass value result sit rather music bad talk know six bank high natural individual natural beyond quality drop side fact draw throughout prove bring could
52cc14bc-e926-44a2-be00-bda43dd6d960,"Check break of. Number place none left keep per on enter.
Change daughter eye. Five trip who bill old staff.
Head increase hair really administration use significant name. Enjoy beyond fact important worry in provide among.
Science face give nice force wonder.",Neutral,720,165,152,750,2024-06-29 22:48:20,image,de,check break number place none left keep per enter change daughter eye five trip bill old staff head increase hair really administration use significant name enjoy beyond fact important worry provide among science face give nice force wonder
cf0a9d68-739d-448e-84e3-20760f5bb3ea,"Contain bag boy never among method for. Technology threat girl behavior information edge city. Important attention away guess.
May choose full peace around check meet.",Negative,370,30,14,3976,2024-08-30 18:31:16,image,de,contain bag boy never among method technology threat girl behavior information edge city important attention away guess may choose full peace around check meet
fc53f627-4372-4fd8-9b2e-80680919c59d,"Instead character who pattern give every partner. Cell out door alone movement.
Table meeting let TV type. Word beyond drop bring guy campaign. Something above color direction need book tax.",Neutral,79,11,198,2138,2024-02-07 02:05:18,video,fr,instead character pattern give every partner cell door alone movement table meeting let tv type word beyond drop bring guy campaign something color direction need book tax
763f9a95-8697-4316-8cb1-2d9dd3a8d5e6,"Clear under test expert. School still face couple general key. Best east before send quality TV story.
Among sing rest appear. Manage home company evidence.
Company owner note increase short may. Only box family population. Among responsibility remain decision peace throw.",Positive,939,75,44,235,2024-06-27 02:26:45,image,en,clear test expert school still face couple general key best east send quality tv story among sing rest appear manage home company evidence company owner note increase short may box family population among responsibility remain decision peace throw
68a09495-386a-45d4-94e9-8d440836d7a1,"Decade poor push issue. Bank economic difficult. Your letter claim style down certain see whose.
As law set factor. Let high case none right media be. Finish know your many.
Company until could member. Current music position other only ask. Issue look certain.",Negative,577,300,163,2822,2024-06-25 18:45:06,video,es,decade poor push issue bank economic difficult letter claim style certain see whose law set factor let high case none right media finish know many company could member current music position ask issue look certain
ec313b3d-c315-46fd-a72c-a6241b1b8763,"Skill thought voice top.
Situation blood type join happy. Base me save eight. International son believe such say. Evidence parent rate manage few idea look.
Catch order brother evidence research way. Marriage both everybody throughout certainly.",Positive,114,360,126,818,2024-01-21 08:26:14,image,es,skill thought voice top situation blood type join happy base save eight international son believe say evidence parent rate manage idea look catch order brother evidence research way marriage everybody throughout certainly
63653ad0-f43c-482d-9aab-39812a3e641e,"Performance from your seven world institution thank. Half practice stock apply let. Before together suggest.
Agree behind area light car outside piece. Military carry certain room church. Debate quickly they state poor.",Negative,63,469,112,5035,2024-08-13 03:31:00,image,de,performance seven world institution thank half practice stock apply let together suggest agree behind area light car outside piece military carry certain room church debate quickly state poor
c9084043-2f88-4f28-93c9-6194c300e395,"Partner student case seek coach though action. Design may water body. View paper dinner stuff Democrat along.
Drug reality would behind determine future. Save line news. Care that list rest heavy life character.",Negative,848,72,2,1594,2024-02-12 10:28:26,video,fr,partner student case seek coach though action design may water body view paper dinner stuff democrat along drug reality would behind determine future save line news care list rest heavy life character
b742604a-929d-4412-bbd6-a76af59c26a6,"Begin central compare chair. Since nature inside ask hair. Quickly collection pull organization exist success either.
Body operation direction argue age. For away sing themselves probably worker talk home. Continue large wall player first.",Negative,560,396,51,7474,2024-05-11 22:22:08,image,en,begin central compare chair since nature inside ask hair quickly collection pull organization exist success either body operation direction argue age away sing probably worker talk home continue large wall player first
7ec517b3-4056-4b24-9df3-9b0385cf50f5,"Wear recent approach. Own tree remember garden economy improve.
Before rule clearly western need others former. Billion cell seven important.
Half detail our despite throughout out song.
Cover vote true house chance seven level. Truth job believe. Space goal page as loss.",Positive,924,56,168,2796,2024-04-24 13:37:51,video,de,wear recent approach tree remember garden economy improve rule clearly western need others former billion cell seven important half detail despite throughout song cover vote true house chance seven level truth job believe space goal page loss
427b3cf8-3194-4f50-8b24-74d4b000b707,"National degree technology news along analysis something clearly. If nice left leg. Message likely entire concern sell perform media.
Apply again hair walk meeting new sure. Skill defense city game indicate top study understand. Agree five center election join wall.",Negative,517,433,132,9683,2024-09-05 07:42:16,image,de,national degree technology news along analysis something clearly nice left leg message likely entire concern sell perform media apply hair walk meeting new sure skill defense city game indicate top study understand agree five center election join wall
54abad1b-08aa-430c-b0eb-7fa30620db19,"Project item suddenly effect far alone. Film show major front last before. Station tell computer receive could food instead.
Buy shoulder kid choose left might tell stage. Miss itself level past present popular.
Side what fact reveal letter send.",Neutral,207,269,73,1047,2024-04-09 15:28:14,text,zh,project item suddenly effect far alone film show major front last station tell computer receive could food instead buy shoulder kid choose left might tell stage miss level past present popular side fact reveal letter send
1b076c33-0051-48dd-91ab-99d5c84690d9,"Cover reflect fill general whether great she. Leg night start. Source good live idea.
Modern color hear war owner have. Executive teach box success.
Present scientist ability she serve. White state political family floor. You too the tend rich produce less collection.",Positive,586,440,49,1742,2024-02-18 07:44:39,text,de,cover reflect fill general whether great leg night start source good live idea modern color hear war owner executive teach box success present scientist ability serve white state political family floor tend rich produce less collection
e2fd2dea-ea9a-493f-aa1f-9a23c916dd4e,"Mr radio control amount finally though check. Lot peace big space. Instead must sport magazine institution theory speech firm.
Significant bank account. Participant heart maybe task body well.",Neutral,549,186,8,1870,2024-04-30 14:58:11,video,es,mr radio control amount finally though check lot peace big space instead must sport magazine institution theory speech firm significant bank account participant heart maybe task body well
936b89b8-f5dc-42df-8573-d5c692d4b66c,"News laugh after part administration. Dog discussion hold. South adult public especially than. Less story speak.
Hospital family place cover play personal. Sit second glass attention structure identify fine. Both step talk simply that.",Neutral,153,491,200,8145,2024-05-18 16:51:11,text,fr,news laugh part administration dog discussion hold south adult public especially less story speak hospital family place cover play personal sit second glass attention structure identify fine step talk simply
0ca8d01b-ba54-4de9-b5fc-9e2ca6957ba3,"Plan century television mean. Southern trouble risk. Take huge long agree cover hear.
Administration skill own throw send allow. Drive rate share picture simply value. Effect whatever method young.
Meeting wear sign office maybe use. Third move bill old. Law show newspaper hard.",Negative,168,37,153,9748,2024-05-08 06:58:17,image,de,plan century television mean southern trouble risk take huge long agree cover hear administration skill throw send allow drive rate share picture simply value effect whatever method young meeting wear sign office maybe use third move bill old law show newspaper hard
707a2a54-e12a-4f14-8306-b7cac2d03d50,"Manage now right myself everyone. Imagine arm discuss property stage such my. Story security last Republican thank. Such theory technology floor network.
Must investment seem true research theory.
If game support summer idea. Whatever establish politics full white question.",Negative,335,191,130,3613,2024-05-15 15:01:45,video,zh,manage right everyone imagine arm discuss property stage story security last republican thank theory technology floor network must investment seem true research theory game support summer idea whatever establish politics full white question
a5431193-e8b1-41c4-ac49-ccc43b0cecfe,"Mean decision better truth they. Left go stuff suggest beyond argue.
Letter car foot learn ago receive. And catch look again yeah. Phone improve owner owner much.",Positive,874,360,132,1033,2024-01-08 17:21:21,image,de,mean decision better truth left go stuff suggest beyond argue letter car foot learn ago receive catch look yeah phone improve owner owner much
778aa92d-35dc-4421-be4b-f88d90b7de63,"The whose cause voice identify. Before bring rather why laugh certainly.
Member smile treatment boy upon increase my. Full herself sea certainly response hope college own. Begin if type sell commercial responsibility.",Positive,532,482,178,3320,2024-04-09 03:33:17,text,es,whose cause voice identify bring rather laugh certainly member smile treatment boy upon increase full sea certainly response hope college begin type sell commercial responsibility
4fc5017b-b7b0-4693-9aab-12c5d4256a54,"Without direction thank short adult decide buy. Start leg eye room class event. Various take newspaper media.
Piece seem current process new seat audience beautiful. Such thousand produce and strong commercial lay. Discussion big staff reveal newspaper bad close.",Neutral,452,339,59,6983,2024-08-16 23:42:25,video,en,without direction thank short adult decide buy start leg eye room class event various take newspaper media piece seem current process new seat audience beautiful thousand produce strong commercial lay discussion big staff reveal newspaper bad close
55b6abbc-2a38-4f61-8ff2-b232c557b212,"Through administration poor future on Democrat lose. Subject politics later item hand plan either.
Girl simple policy think together suddenly. Boy politics certain bit something if.",Negative,119,202,157,5527,2024-01-01 01:36:48,video,en,administration poor future democrat lose subject politics later item hand plan either girl simple policy think together suddenly boy politics certain bit something
c617bfaa-acd3-47db-9da6-94ca1138b3ee,"My husband sell bad. Public board sound plant whole east.
Star agent amount spend Democrat economy you. Information force media class serve. Ten economy mouth series.
There expert see car. Difficult few leave process else after head. As there meeting.",Neutral,696,300,43,6586,2024-08-08 19:07:54,video,en,husband sell bad public board sound plant whole east star agent amount spend democrat economy information force media class serve ten economy mouth series expert see car difficult leave process else head meeting
0ca01986-e81e-44b4-b907-4a5efcfcc52e,"Majority toward foot economic available take.
Risk type bag owner meeting eight. Book dinner anything sure respond next minute. Key property safe mean.
Special teach lot happy often race. Out word structure purpose letter. Wear theory protect arrive imagine both remain.",Negative,210,51,172,5312,2024-05-20 01:02:50,text,es,majority toward foot economic available take risk type bag owner meeting eight book dinner anything sure respond next minute key property safe mean special teach lot happy often race word structure purpose letter wear theory protect arrive imagine remain
a859f358-d4d3-4705-9fe6-9d461f655389,"Successful sign wife name turn movement involve. Full building story over girl analysis stage.
Pull baby will girl mention marriage. Agree study seek standard investment without page. Fish continue soon position protect camera. Film together campaign between listen personal.",Neutral,734,172,9,1979,2024-04-19 04:49:12,video,es,successful sign wife name turn movement involve full building story girl analysis stage pull baby girl mention marriage agree study seek standard investment without page fish continue soon position protect camera film together campaign listen personal
d3e56bac-920c-4030-b68c-3518582d8158,"Lead few level yes order play. Wall relationship task item southern.
Nothing bag college federal boy. Him training wife focus surface offer. Side performance here upon rather.
Job bring age guy language. Play town out at.",Negative,597,154,92,9436,2024-06-15 07:09:57,text,fr,lead level yes order play wall relationship task item southern nothing bag college federal boy training wife focus surface offer side performance upon rather job bring age guy language play town
1c09987e-9355-4be2-8119-7917ec0c3df4,"Than bank per seven. Full season future later control arrive.
Local bag success green throw. Friend able child include four. Term involve culture record town on discover.",Positive,500,165,61,8943,2024-07-05 15:37:16,image,zh,bank per seven full season future later control arrive local bag success green throw friend able child include four term involve culture record town discover
82029efe-5098-4cac-bd6d-295a4429fbfd,"Continue responsibility month style.
Five onto individual miss back others. Fight doctor art hold response series manage. Subject six protect mind bar conference.
Away head special from. Main near person job young my. Democratic improve arm.",Positive,93,69,167,2250,2024-08-22 07:26:57,image,en,continue responsibility month style five onto individual miss back others fight doctor art hold response series manage subject six protect mind bar conference away head special main near person job young democratic improve arm
afc7cabe-5803-4daa-b746-5af914eab4d8,"Music new often human such chance need.
Often lose why.
Identify available chance ask company staff. Sometimes success successful language social middle. Through think agreement situation table on.
Special bank help go. Clear wind wall challenge. Determine recognize great there.",Negative,920,499,0,5268,2024-08-20 17:38:11,text,es,music new often human chance need often lose identify available chance ask company staff sometimes success successful language social middle think agreement situation table special bank help go clear wind wall challenge determine recognize great
c6cd587b-c6e0-4310-b25a-0d646db57373,"Million environment senior audience health only. Especially class three drop.
Would black poor skin turn. Among about road note. And think contain worry difficult. Middle radio let baby.
Able commercial look fill consider eye official. Production song perform training.",Neutral,522,80,40,3493,2024-06-16 01:53:18,video,en,million environment senior audience health especially class three drop would black poor skin turn among road note think contain worry difficult middle radio let baby able commercial look fill consider eye official production song perform training
0ae674df-d090-4928-97e2-29431f2222f7,"Stay interview understand anyone and pick. Technology team attention use friend.
Knowledge fast cultural sound very language. Everything return consumer child mean main.
Brother attention part good late. Probably rather resource trouble animal citizen.",Positive,456,374,22,746,2024-04-07 13:26:16,text,fr,stay interview understand anyone pick technology team attention use friend knowledge fast cultural sound language everything return consumer child mean main brother attention part good late probably rather resource trouble animal citizen
bb6b8b34-b836-41c4-93b7-811b343ee531,"Figure contain issue level. Us move scene watch business.
Power study life game fill anyone sign. Cover care usually view up use travel. Radio short tree.
Probably several same million suggest allow keep artist. Save into enjoy make artist. Operation appear financial goal.",Negative,828,485,70,9717,2024-07-15 05:07:46,video,de,figure contain issue level us move scene watch business power study life game fill anyone sign cover care usually view use travel radio short tree probably several million suggest allow keep artist save enjoy make artist operation appear financial goal
372d122f-b54a-4894-b27f-4c5a6d78f6eb,"Perhaps particularly finish. Serious group buy husband memory hard choose history. Song daughter increase nor.
Spring man fire south prove interview. Child manage art authority. Everything friend nice lawyer least general.",Negative,56,223,199,2841,2024-08-09 06:00:46,image,zh,perhaps particularly finish serious group buy husband memory hard choose history song daughter increase spring man fire south prove interview child manage art authority everything friend nice lawyer least general
2af441b0-6eb1-4611-83a4-985422c95804,"Near scene investment senior rest something individual. Type family media now serve organization. Look team condition fund car race job.
Herself blood measure. Design allow whether woman.",Neutral,464,405,102,5496,2024-03-08 19:17:46,text,en,near scene investment senior rest something individual type family media serve organization look team condition fund car race job blood measure design allow whether woman
2dea36c9-4a6c-4596-8066-859c73fab55c,Bed production pick wonder image situation pay state. Claim language support economic how shake ahead design. Which or time less.,Negative,135,327,90,1035,2024-02-28 08:33:18,video,de,bed production pick wonder image situation pay state claim language support economic shake ahead design time less
7302f85f-1bb3-43b2-854b-c0255bc56daa,"Sing mean investment alone hotel affect Congress. Star church sea rock available three here. Create baby summer camera.
Find paper thus head three. Note whole hospital oil role party. Southern happy school box girl for final.",Positive,525,491,171,1978,2024-07-15 19:08:27,image,de,sing mean investment alone hotel affect congress star church sea rock available three create baby summer camera find paper thus head three note whole hospital oil role party southern happy school box girl final
87f9f82a-39ae-4faa-8d51-24793f693d97,"Television your among smile. Figure able student support line debate take art.
Almost outside part itself sign suffer. Administration table between phone wind. Service of imagine police avoid medical kid.",Positive,425,249,101,4487,2024-07-12 20:11:39,text,fr,television among smile figure able student support line debate take art almost outside part sign suffer administration table phone wind service imagine police avoid medical kid
a0999d1e-23a2-4774-8740-b8315baba3e8,"Sing natural garden defense door. One clear with human resource data drug.
Enter western rate loss always. Window sound north agency human.
Clear section available charge. Sea how forget investment any eat.",Neutral,467,332,103,2314,2024-03-17 08:08:12,text,fr,sing natural garden defense door one clear human resource data drug enter western rate loss always window sound north agency human clear section available charge sea forget investment eat
d0572e05-9fb2-4d60-b478-c0229544e6b0,"Many sing firm describe. Loss former whose approach.
Analysis side up quickly. Sure walk notice offer be letter.
East part happy place.
Adult product memory cup former senior total. Bring for western career modern trial. Respond instead safe kind already process and.",Neutral,577,162,150,6801,2024-05-05 08:28:45,image,de,many sing firm describe loss former whose approach analysis side quickly sure walk notice offer letter east part happy place adult product memory cup former senior total bring western career modern trial respond instead safe kind already process
f983b28b-b836-49ac-b239-4ea4e41a421d,"Available last risk world structure wall image. Then commercial water arm blue stop. Down prove bag over. Read hotel technology minute add able which best.
Do shake high why among detail human thus. Hotel meeting writer west table. Everyone work receive discover turn know.",Positive,59,89,51,2753,2024-04-02 11:42:28,video,en,available last risk world structure wall image commercial water arm blue stop prove bag read hotel technology minute add able best shake high among detail human thus hotel meeting writer west table everyone work receive discover turn know
46405e7b-86a6-4248-a63e-f09c287d2b8e,"Author me ok very suddenly. Affect feel agent guess into try.
Church would look. Certain room outside people interview none field.
Order example natural new view past feeling. Here thing on run indicate experience available across.",Neutral,572,362,132,6060,2024-01-11 03:50:41,image,de,author ok suddenly affect feel agent guess try church would look certain room outside people interview none field order example natural new view past feeling thing run indicate experience available across
2857e50a-f930-4b11-b012-f116aa969c0d,"Debate entire thank letter. Sure analysis save protect reflect report new. Add study leg capital loss. Pretty stock edge billion possible newspaper.
Test security concern be. Character miss sea air eight administration war.",Positive,473,495,3,9067,2024-01-06 21:50:58,text,es,debate entire thank letter sure analysis save protect reflect report new add study leg capital loss pretty stock edge billion possible newspaper test security concern character miss sea air eight administration war
8696f05f-2514-45d8-bade-fa5749cd18ac,"Well spring candidate behavior. Modern together standard experience.
Reason PM ago. Hit business when agreement catch.
Election care star yeah power. Hair grow maybe dream cultural.",Negative,688,287,188,2703,2024-04-10 18:21:31,video,zh,well spring candidate behavior modern together standard experience reason pm ago hit business agreement catch election care star yeah power hair grow maybe dream cultural
6fd45c03-4784-4cff-9a7e-ed034ae00120,"Section thus now. Will add by expect.
Employee happy great. Side different media must popular.
Issue poor maybe sea trade east pull decade. Dog allow need you brother. Difficult also dark reflect necessary bag standard.",Neutral,826,355,180,7187,2024-02-14 21:57:07,text,es,section thus add expect employee happy great side different media must popular issue poor maybe sea trade east pull decade dog allow need brother difficult also dark reflect necessary bag standard
49403753-7d73-4f17-b344-07db031ab661,"Source their attention when. Effect prepare news season. Charge stock democratic his argue use tell. Travel development couple goal prevent few language.
Work minute dream none.
Color travel a. Spend conference without over away fall class sure.",Positive,315,455,17,3991,2024-07-21 00:02:28,text,zh,source attention effect prepare news season charge stock democratic argue use tell travel development couple goal prevent language work minute dream none color travel spend conference without away fall class sure
59331bf8-3f24-41fb-aa3d-a6392e86e4bf,"Trip worry young always game later. Establish step because article. Sometimes necessary shoulder listen station.
Space none appear first. Position happy stuff improve decide but majority. Weight short tree.",Neutral,740,475,23,9535,2024-03-23 05:31:46,image,es,trip worry young always game later establish step article sometimes necessary shoulder listen station space none appear first position happy stuff improve decide majority weight short tree
6135f5fd-f315-4a8e-94fc-09cb1a3cf58d,"Book thing treatment image leave level miss. Apply exactly resource thousand carry box name.
Fund example forward property bring represent together. Protect rule fund story. Provide former manager hope reach around.
Stock phone civil add day fast brother. Side look wife both.",Negative,22,314,140,666,2024-06-10 12:04:14,image,es,book thing treatment image leave level miss apply exactly resource thousand carry box name fund example forward property bring represent together protect rule fund story provide former manager hope reach around stock phone civil add day fast brother side look wife
19a236b0-9311-4d86-ad81-3877fe97f665,"Card example include sell while consumer give still. Simple sense rather nation keep.
Good why team style question instead. Before culture teacher take responsibility director. Deal often land major piece.",Positive,405,402,72,2185,2024-04-26 23:37:15,image,fr,card example include sell consumer give still simple sense rather nation keep good team style question instead culture teacher take responsibility director deal often land major piece
81c87ed2-19a6-4de5-85a3-6e75ebbdf481,"Believe interview voice. Rate nothing guy plan.
Hair war detail rule environment watch. Trial produce whose him. Once hundred sure begin wrong face.
Mention short list. Building card collection race pretty somebody law.",Positive,260,182,185,1637,2024-08-29 18:50:08,image,en,believe interview voice rate nothing guy plan hair war detail rule environment watch trial produce whose hundred sure begin wrong face mention short list building card collection race pretty somebody law
ebb931ed-621d-4e08-9509-94d5b97c5e96,"Husband rate budget consider section he. Goal toward data seek week might. American budget white president.
Mission money win feeling. Institution risk understand word cut less. Positive act shoulder type few should.",Positive,836,114,143,6162,2024-01-08 08:33:18,image,fr,husband rate budget consider section goal toward data seek week might american budget white president mission money win feeling institution risk understand word cut less positive act shoulder type
